test_query,rank,split,similar_query,similarity_score
"Excessive iodine can have negative consequences, just like insufficient iodine.",3,train,Should we take iodine supplements?,0.8274746
"Excessive iodine can have negative consequences, just like insufficient iodine.",4,train,Pregnant Vegans at Risk for Iodine Deficiency,0.82193816
"Excessive iodine can have negative consequences, just like insufficient iodine.",5,val,iodine,0.76110816
Avocados are being referred to/requested.,1,test,avocados,0.5462768
Avocados are being referred to/requested.,2,val,Are Avocados Bad for You?,0.4970979
Avocados are being referred to/requested.,3,val,Are Avocados Good for You?,0.47971278
Avocados are being referred to/requested.,4,test,Are Avocados Good for You?,0.47971272
Avocados are being referred to/requested.,5,train,guacamole,0.43272638
Does milk have a positive impact on our bone health?,1,test,Is Milk Good for Our Bones?,0.93697345
Does milk have a positive impact on our bone health?,2,train,Is Protein Bad to the Bone?,0.6953481
Does milk have a positive impact on our bone health?,3,train,Calcium Absorption: Soy Milk Versus Cow Milk,0.669433
Does milk have a positive impact on our bone health?,4,train,Long-Term Vegan Bone Health,0.6292585
Does milk have a positive impact on our bone health?,5,train,Does Animal Protein Cause Osteoporosis?,0.62889504
Mevacor is a name of a drug.,1,test,Mevacor,0.80319846
Mevacor is a name of a drug.,2,train,piperine,0.4437948
Mevacor is a name of a drug.,3,train,spicy food,0.42523542
Mevacor is a name of a drug.,4,train,Cayenne pepper,0.41049892
Mevacor is a name of a drug.,5,train,Is Sodium Benzoate Harmful?,0.38903087
Identify the barriers that hinder the prevention of heart disease.,1,test,Barriers to Heart Disease Prevention,0.8029347
Identify the barriers that hinder the prevention of heart disease.,2,train,One in a Thousand: Ending the Heart Disease Epidemic,0.64870465
Identify the barriers that hinder the prevention of heart disease.,3,train,Lifestyle Medicine: Treating the Causes of Disease,0.5916381
Identify the barriers that hinder the prevention of heart disease.,4,train,Eliminating 90% of Heart Disease Risk,0.58454436
Identify the barriers that hinder the prevention of heart disease.,5,train,Convincing Doctors to Embrace Lifestyle Medicine,0.5578121
The study known as Harvard Physicians’ Study II.,1,test,Harvard Physicians’ Study II,0.873298
The study known as Harvard Physicians’ Study II.,2,test,How Doctors Responded to Being Named a Leading Killer,0.6678334
The study known as Harvard Physicians’ Study II.,3,train,What Diet Should Physicians Recommend?,0.64446306
The study known as Harvard Physicians’ Study II.,4,train,Evidence-Based Medicine or Evidence-Biased?,0.60414964
The study known as Harvard Physicians’ Study II.,5,train,Doctors Know Less Than They Think About Nutrition,0.58879906
Should I snack or not?,1,test,To Snack or Not to Snack?,0.9067477
Should I snack or not?,2,train,second meal effect,0.5668441
Should I snack or not?,3,train,Are Fatty Foods Addictive?,0.5300063
Should I snack or not?,4,train,Are Sugary Foods Addictive?,0.5266162
Should I snack or not?,5,train,Are Raisins Good Snacks for Kids?,0.49600133
Industrial toxins refer to harmful substances produced by industries.,1,test,industrial toxins,0.8402621
Industrial toxins refer to harmful substances produced by industries.,2,val,industrial pollutants,0.6892246
Industrial toxins refer to harmful substances produced by industries.,3,train,Industrial Pollutants in Vegans,0.5269499
Industrial toxins refer to harmful substances produced by industries.,4,train,Industrial Carcinogens in Animal Fat,0.47998503
Industrial toxins refer to harmful substances produced by industries.,5,train,﻿CDC Report on Environmental Chemical Exposure,0.47728795
Prunes are available.,1,test,prunes,0.84074575
Prunes are available.,2,train,Prunes vs. Metamucil vs. Vegan Diet,0.7111852
Prunes are available.,3,train,"Dried Apples, Dates, Figs or Prunes for Cholesterol?",0.6617708
Prunes are available.,4,train,plums,0.5497427
Prunes are available.,5,train,raisins,0.5362369
What is Splenda?,1,test,Splenda,0.8601481
What is Splenda?,2,train,artificial sweeteners,0.5591912
What is Splenda?,3,test,The Healthiest Sweetener,0.5398494
What is Splenda?,4,train,Is Stevia Good For You?,0.51552594
What is Splenda?,5,train,What's the best low calorie sweetener?,0.5116592
Leucine is a type of amino acid.,1,test,leucine,0.70601785
Leucine is a type of amino acid.,2,val,Living Longer by Reducing Leucine Intake,0.540302
Leucine is a type of amino acid.,3,train,Bragg Liquid Aminos,0.4965231
Leucine is a type of amino acid.,4,train,"Alkaline Diets, Animal Protein, & Calcium Loss",0.4897147
Leucine is a type of amino acid.,5,val,Protein and Heart Disease,0.47680724
Clinical evidence demonstrates the impact of flaxseeds on breast cancer survival.,1,test,Flaxseeds & Breast Cancer Survival: Clinical Evidence,0.9492598
Clinical evidence demonstrates the impact of flaxseeds on breast cancer survival.,2,train,Flaxseeds & Breast Cancer Survival: Epidemiological Evidence,0.9491761
Clinical evidence demonstrates the impact of flaxseeds on breast cancer survival.,3,train,Flaxseeds & Breast Cancer Prevention,0.8806215
Clinical evidence demonstrates the impact of flaxseeds on breast cancer survival.,4,train,Flax and Breast Cancer Prevention,0.8441232
Clinical evidence demonstrates the impact of flaxseeds on breast cancer survival.,5,train,Flax and Breast Cancer Survival,0.83743465
Pesticides are substances used to control or eliminate pests.,1,test,pesticides,0.77714
Pesticides are substances used to control or eliminate pests.,2,val,insecticides,0.736742
Pesticides are substances used to control or eliminate pests.,3,train,Can Pesticides Be Rinsed Off?,0.7085116
Pesticides are substances used to control or eliminate pests.,4,train,Plants vs. Pesticides,0.7049185
Pesticides are substances used to control or eliminate pests.,5,train,Norovirus Food Poisoning from Pesticides,0.6795906
The Dietary Theory of Alzheimers is not significantly altered in its meaning.,1,test,Dietary Theory of Alzheimer's,0.8660784
The Dietary Theory of Alzheimers is not significantly altered in its meaning.,2,train,Preventing Alzheimer’s with Lifestyle Changes,0.7105781
The Dietary Theory of Alzheimers is not significantly altered in its meaning.,3,train,Alzheimer’s Disease: Up to half of cases potentially preventable,0.67548275
The Dietary Theory of Alzheimers is not significantly altered in its meaning.,4,train,Preventing Alzheimer’s Disease With Plants,0.6187997
The Dietary Theory of Alzheimers is not significantly altered in its meaning.,5,train,Preventing Alzheimer's with Turmeric,0.5991796
Trans fats are a type of fat.,1,test,trans fats,0.7071732
Trans fats are a type of fat.,2,val,trans fat,0.659039
Trans fats are a type of fat.,3,train,Trans Fat In Meat And Dairy,0.63971305
Trans fats are a type of fat.,4,train,Lipotoxicity: How Saturated Fat Raises Blood Sugar,0.57679725
Trans fats are a type of fat.,5,train,Trans Fat in Animal Fat,0.57316077
The lawsuit against the meat industry is responsible for exposing the connection between chicken and salmonella.,1,test,Chicken Salmonella Thanks to Meat Industry Lawsuit,0.8356281
The lawsuit against the meat industry is responsible for exposing the connection between chicken and salmonella.,2,train,Superbugs on Retail Chicken,0.68623644
The lawsuit against the meat industry is responsible for exposing the connection between chicken and salmonella.,3,train,Why Is Selling Salmonella-Tainted Chicken Legal?,0.66388154
The lawsuit against the meat industry is responsible for exposing the connection between chicken and salmonella.,4,train,Salmonella in Chicken & Turkey: Deadly But Not Illegal,0.64586294
The lawsuit against the meat industry is responsible for exposing the connection between chicken and salmonella.,5,train,Superbugs in Conventional vs. Organic Chicken,0.6187313
Any feed is unsafe.,1,test,Unsafe at Any Feed,0.8738226
Any feed is unsafe.,2,train,feed additives,0.5818784
Any feed is unsafe.,3,train,food recalls,0.51256084
Any feed is unsafe.,4,train,food poisoning,0.50426877
Any feed is unsafe.,5,train,Poultry Exposure and Neurological Disease,0.50127995
It is unsafe in any way or manner for any type of feed.,1,test,Unsafe at Any Feed,0.85403895
It is unsafe in any way or manner for any type of feed.,2,train,feed additives,0.5863701
It is unsafe in any way or manner for any type of feed.,3,train,food recalls,0.53515446
It is unsafe in any way or manner for any type of feed.,4,train,Poultry and Paralysis,0.52152705
It is unsafe in any way or manner for any type of feed.,5,train,Artificial Coloring in Fish,0.50937533
There is a link between saturated fat and the progression of cancer.,1,test,Saturated Fat & Cancer Progression,0.83885825
There is a link between saturated fat and the progression of cancer.,2,train,Cancer and the Animal-to-Plant Protein Ratio,0.6967877
There is a link between saturated fat and the progression of cancer.,3,train,Why Are Eggs Linked to Cancer Progression?,0.6686686
There is a link between saturated fat and the progression of cancer.,4,train,"Breast Cancer Survival, Butterfat, and Chicken",0.6615163
There is a link between saturated fat and the progression of cancer.,5,train,"Eggs, Cigarettes, and Atherosclerosis",0.6600621
What is the secret of the Kuna Indians?,1,train,Kuna Indians,0.7329515
What is the secret of the Kuna Indians?,2,test,Kuna Indian Secret,0.7198411
What is the secret of the Kuna Indians?,3,test,Native Americans,0.5138235
What is the secret of the Kuna Indians?,4,train,wakame,0.4077671
What is the secret of the Kuna Indians?,5,train,chia seeds,0.34804106
A diet can help in preventing strokes.,1,test,Preventing Strokes with Diet,0.8542389
A diet can help in preventing strokes.,2,val,How to Prevent a Stroke,0.7734479
A diet can help in preventing strokes.,3,train,PREDIMED: Does Eating Nuts Prevent Strokes?,0.6136174
A diet can help in preventing strokes.,4,train,Heart Attacks and Cholesterol: Purely a Question of Diet,0.5927789
A diet can help in preventing strokes.,5,train,Fatty Meals May Impair Artery Function,0.57902706
Seafood is being referred to.,1,train,snail meat,0.5756531
Seafood is being referred to.,2,train,shrimp,0.53181005
Seafood is being referred to.,3,train,whale meat,0.52976644
Seafood is being referred to.,4,test,seafood,0.50609183
Seafood is being referred to.,5,train,oysters,0.47817755
The Atkins diet is a low-carbohydrate weight loss program.,1,train,Plant-Based Atkins Diet,0.7090092
The Atkins diet is a low-carbohydrate weight loss program.,2,train,Eco-Atkins diet,0.6893152
The Atkins diet is a low-carbohydrate weight loss program.,3,test,Atkins diet,0.670666
The Atkins diet is a low-carbohydrate weight loss program.,4,train,Low Carb Diets Found to Feed Heart Disease,0.586828
The Atkins diet is a low-carbohydrate weight loss program.,5,train,The Real Paleo Diet,0.56672204
Turmeric Curcumin is used for treating Osteoarthritis.,1,test,Turmeric Curcumin and Osteoarthritis,0.8625132
Turmeric Curcumin is used for treating Osteoarthritis.,2,train,Topical Application of Turmeric Curcumin for Cancer,0.78332955
Turmeric Curcumin is used for treating Osteoarthritis.,3,train,Rose Hips for Osteoarthritis,0.7537674
Turmeric Curcumin is used for treating Osteoarthritis.,4,train,The Spice That Helps Ease Rheumatoid Arthritis Pain,0.71307456
Turmeric Curcumin is used for treating Osteoarthritis.,5,train,Turmeric Curcumin and Rheumatoid Arthritis,0.712489
"Tumors are deprived of their blood supply, causing them to starve.",1,test,Starving Tumors of Their Blood Supply,0.69738233
"Tumors are deprived of their blood supply, causing them to starve.",2,test,Anti-Angiogenesis: Cutting Off Tumor Supply Lines,0.62514096
"Tumors are deprived of their blood supply, causing them to starve.",3,train,Starving Cancer with Methionine Restriction,0.612018
"Tumors are deprived of their blood supply, causing them to starve.",4,train,How Tumors Use Meat to Grow,0.59529734
"Tumors are deprived of their blood supply, causing them to starve.",5,train,A Low Methionine Diet May Help Starve Cancer Cells,0.5574558
What are some foods that can help with glaucoma?,1,test,Foods for Glaucoma,0.858554
What are some foods that can help with glaucoma?,2,train,Dietary Treatment of Glaucoma,0.77732027
What are some foods that can help with glaucoma?,3,train,Dietary Prevention of Age-Related Macular Degeneration,0.75424767
What are some foods that can help with glaucoma?,4,train,Currant Treatment for Glaucoma,0.75255823
What are some foods that can help with glaucoma?,5,train,Nutrition advice to counter the side-effects of glaucoma medications?,0.7415645
The concept of dietary scoring.,1,test,dietary scoring,0.82690257
The concept of dietary scoring.,2,train,Calculate Your Healthy Eating Score,0.70499027
The concept of dietary scoring.,3,val,ranking foods,0.45575026
The concept of dietary scoring.,4,train,Women’s Healthy Eating and Living Study,0.4518584
